Field Office,Sub-Office,Jail or Prison Type,Juvenile Facility,Jail or Prison Name,Jail or Prison City,County,State,Jurisdiction,2015 Detainer/Notification Acceptance Status,2015 ICE Comments,2017 ICE Comments,ILRC Analysis,No 287(g),No ICE Detention Contract,No ICE holds,No ICE alerts,Limits on ICE interrogations in jail,Prohibition on asking about immigration status,General prohibition on assistance to ICE,ILRC Total,ILRC Comments,Title of Policy,LINK,GEOID - FIPS
NOL,Fort Smith,County/City,NO,Clay County Jail - AR,Piggot,Clay,AR,Clay Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05023
NOL,Fort Smith,County/City,NO,Cleburne County Jail - AR,Heber Springs,Cleburne,AR,Cleburne Sheriffs Officer,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05025
NOL,Fort Smith,County/City,NO,Cleveland County Jail - AR,Rison,Cleveland,AR,Cleveland Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05027
NOL,Fort Smith,County/City,NO,Conway County Jail - AR,Morrilton,Conway,AR,Conway Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05031
NOL,Fort Smith,County/City,NO,Crawford County Jail - AR,Van Buren,Crawford,AR,Crawford Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05035
NOL,Fort Smith,County/City,NO,Cross County Jail - AR,Wynne,Cross,AR,Cross Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05039
NOL,Fort Smith,County/City,NO,Dallas County Jail - AR,Fordyce,Dallas,AR,Dallas (Arkansas) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05041
NOL,Fort Smith,County/City,NO,Franklin County Jail - AR,Ozark,Franklin,AR,Franklin Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05049
NOL,Fort Smith,County/City,NO,Fulton County Jail - AR,Salem,Fulton,AR,Fulton Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05051
NOL,Fort Smith,County/City,NO,Grant County Jail - AR,Sheridan,Grant,AR,Grant Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05055
NOL,Fort Smith,County/City,NO,Greene County Jail - AR,Paragould,Greene,AR,Greene Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05057
NOL,Fort Smith,County/City,NO,Hempstenad County Jail -  AR,Hope,Hempstead,AR,Hempstead Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05059
NOL,Fort Smith,County/City,NO,Hot Springs County Jail - AR,Malvern,Hot Spring,AR,Hot Spring Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05061
NOL,Fort Smith,County/City,NO,Howard County Jail - AR,Nashville,Howard,AR,Howard Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05063
NOL,Fort Smith,County/City,NO,Izard County Jail - AR,Melbourne,Izard,AR,Izard Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05067
NOL,Fort Smith,County/City,NO,Johnson County Jail - AR,Clarksville,Johnson,AR,Johnson Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05071
NOL,Fort Smith,County/City,NO,Lafayette County Jail - AR,Lewisville,Lafayette,AR,Lafayette Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05073
NOL,Fort Smith,County/City,NO,Lawrence County Jail - AR,Walnut Ridge,Lawrence,AR,Lawrence Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05075
NOL,Fort Smith,County/City,NO,Lee County Jail - Brick - AR,Marianne,Lee,AR,Lee Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05077
NOL,Fort Smith,County/City,NO,Lincoln County Jail - AR,Star City,Lincoln,AR,Lincoln Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05079
NOL,Fort Smith,County/City,NO,Logan County Jail - AR,Paris,Logan,AR,Logan Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05083
NOL,Fort Smith,County/City,NO,Lonoke County Jail - AR,Lonoke,Lonoke,AR,Lonoke Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05085
NOL,Fort Smith,County/City,NO,Madison County Jail - AR,Huntsville,Madison,AR,Madison Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05087
NOL,Fort Smith,County/City,NO,Marion County - AR,Yellville,Marion,AR,Marion Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05089
NOL,Fort Smith,County/City,NO,Miller County Jail - AR,Texarkana,Miller,AR,Miller Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,0,0,0,0,0,0,1,,,,05091
NOL,Fort Smith,County/City,NO,Mississippi County Jail - AR,Luxora,Mississippi,AR,Mississippi (Arkansas) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05093
NOL,Fort Smith,County/City,NO,Monroe County Jail - AR,Clarendon,Monroe,AR,Monroe Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05095
NOL,Fort Smith,County/City,NO,Montgomery County Jail - AR,Mount Ida,Montgomery,AR,Montgomery Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05097
NOL,Fort Smith,County/City,NO,Nevada County Jail - AR,Prescott,Nevada,AR,Nevada (Arkansas) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05099
NOL,Fort Smith,County/City,NO,Newton County Jail - AR,Jasper,Newton,AR,Newton Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05101
NOL,Fort Smith,County/City,NO,Ouachita County Jail - AR,Camden,Ouachita,AR,Ouachita (Arkansas) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05103
NOL,Fort Smith,County/City,NO,Perry County Jail - AR,Perryville,Perry,AR,Perry Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05105
NOL,Fort Smith,County/City,NO,Phillips County Jail - AR,Helena,Phillips,AR,Phillips Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05107
NOL,Fort Smith,County/City,NO,Pike County Jail - AR,Murfreesboro,Pike,AR,Pike Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05109
NOL,Fort Smith,County/City,NO,Poinsett County Jail - AR,Harrisburg,Poinsett,AR,Poinsett Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05111
NOL,Fort Smith,County/City,NO,Polk County Jail - AR,Mena,Polk,AR,Polk (Arkansas) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05113
NOL,Fort Smith,County/City,NO,Pope County Jail - AR,Russellville,Pope,AR,Pope Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05115
NOL,Fort Smith,County/City,NO,Prairie County Jail - AR,Des Arc,Prairie,AR,Prairie Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05117
NOL,Fort Smith,County/City,NO,Randolph County Jail - AR,Pocahontas,Randolph,AR,Randolph Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05121
NOL,Fort Smith,County/City,NO,Saline County Jail - AR,Benton,Saline,AR,Saline Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05125
NOL,Fort Smith,County/City,NO,Scott County Jail - AR,Waldron,Scott,AR,Scott Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05127
NOL,Fort Smith,County/City,NO,Searcy County Jail - AR,Marshall,Searcy,AR,Searcy Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05129
NOL,Fort Smith,County/City,NO,Sevier County Jail - AR,DeQueen,Sevier,AR,Sevier (Arkansas) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD & DFOD met with this Arkansas LEA and discussed PEP at the Arkansas Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,05133
